Species,Strain,Protein,DNA,Short,Lineage
Penicillium sp.,AOP25_D2_surf_bin_18,Penicillium_sp._AOP25_D2_surf_bin_18.proteins.fa,Penicillium_sp._AOP25_D2_surf_bin_18.scaffolds.fa,Penisp,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp.,AOP33_2_surf_bin_18,Penicillium_sp._AOP33_2_surf_bin_18.proteins.fa,Penicillium_sp._AOP33_2_surf_bin_18.scaffolds.fa,Penisp2,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. 32 TS-2023,32 TS-2023,Penicillium_sp._32_TS-2023_32_TS-2023.proteins.fa,Penicillium_sp._32_TS-2023_32_TS-2023.scaffolds.fa,Penisp3,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. 91 TS-2023,91 TS-2023,Penicillium_sp._91_TS-2023_91_TS-2023.proteins.fa,Penicillium_sp._91_TS-2023_91_TS-2023.scaffolds.fa,Penisp4,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. B98-03,B98-03,Penicillium_sp._B98-03_B98-03.proteins.fa,Penicillium_sp._B98-03_B98-03.scaffolds.fa,Penisp5,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. BH-15,BH-15,Penicillium_sp._BH-15_BH-15.proteins.fa,Penicillium_sp._BH-15_BH-15.scaffolds.fa,Penisp6,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. BM32,BM32,Penicillium_sp._BM32_BM32.proteins.fa,Penicillium_sp._BM32_BM32.scaffolds.fa,Penisp7,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. BW_12,BW_12,Penicillium_sp._BW_12_BW_12.proteins.fa,Penicillium_sp._BW_12_BW_12.scaffolds.fa,Penisp8,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. BW_162_3FA,BW_162_3FA,Penicillium_sp._BW_162_3FA_BW_162_3FA.proteins.fa,Penicillium_sp._BW_162_3FA_BW_162_3FA.scaffolds.fa,Penisp9,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. BW_MB,BW_MB,Penicillium_sp._BW_MB_BW_MB.proteins.fa,Penicillium_sp._BW_MB_BW_MB.scaffolds.fa,Penisp10,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. C7 2024,C7 2024,Penicillium_sp._C7_2024_C7_2024.proteins.fa,Penicillium_sp._C7_2024_C7_2024.scaffolds.fa,Penisp11,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. CF01,CF01,Penicillium_sp._CF01_CF01.proteins.fa,Penicillium_sp._CF01_CF01.scaffolds.fa,Penisp12,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. CF05,CF05,Penicillium_sp._CF05_CF05.proteins.fa,Penicillium_sp._CF05_CF05.scaffolds.fa,Penisp13,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. CMV-2018d,IBT 12396,Penicillium_sp._CMV-2018d_IBT_12396.proteins.fa,Penicillium_sp._CMV-2018d_IBT_12396.scaffolds.fa,Penisp14,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. D2Mb,R2202,Penicillium_sp._D2Mb_R2202.proteins.fa,Penicillium_sp._D2Mb_R2202.scaffolds.fa,Penisp15,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. D9,D9,Penicillium_sp._D9_D9.proteins.fa,Penicillium_sp._D9_D9.scaffolds.fa,Penisp16,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. DT28,DT28,Penicillium_sp._DT28_DT28.proteins.fa,Penicillium_sp._DT28_DT28.scaffolds.fa,Penisp17,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. DV-2018c,IBT 19332,Penicillium_sp._DV-2018c_IBT_19332.proteins.fa,Penicillium_sp._DV-2018c_IBT_19332.scaffolds.fa,Penisp18,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. DV-2018c,IBT 6001,Penicillium_sp._DV-2018c_IBT_6001.proteins.fa,Penicillium_sp._DV-2018c_IBT_6001.scaffolds.fa,Penisp19,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. E22,E22,Penicillium_sp._E22_E22.proteins.fa,Penicillium_sp._E22_E22.scaffolds.fa,Penisp20,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. F2 2024,F2 2024,Penicillium_sp._F2_2024_F2_2024.proteins.fa,Penicillium_sp._F2_2024_F2_2024.scaffolds.fa,Penisp21,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. F50,F50,Penicillium_sp._F50_F50.proteins.fa,Penicillium_sp._F50_F50.scaffolds.fa,Penisp22,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. F51,F51,Penicillium_sp._F51_F51.proteins.fa,Penicillium_sp._F51_F51.scaffolds.fa,Penisp23,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. G339,G339,Penicillium_sp._G339_G339.proteins.fa,Penicillium_sp._G339_G339.scaffolds.fa,Penisp24,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. G342,G342,Penicillium_sp._G342_G342.proteins.fa,Penicillium_sp._G342_G342.scaffolds.fa,Penisp25,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. GS218,GS218,Penicillium_sp._GS218_GS218.proteins.fa,Penicillium_sp._GS218_GS218.scaffolds.fa,Penisp26,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. HKF2,HKF2,Penicillium_sp._HKF2_HKF2.proteins.fa,Penicillium_sp._HKF2_HKF2.scaffolds.fa,Penisp27,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. IBT 16267x,IBT 16267x,Penicillium_sp._IBT_16267x_IBT_16267x.proteins.fa,Penicillium_sp._IBT_16267x_IBT_16267x.scaffolds.fa,Penisp28,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. IBT 18751x,IBT 18751x,Penicillium_sp._IBT_18751x_IBT_18751x.proteins.fa,Penicillium_sp._IBT_18751x_IBT_18751x.scaffolds.fa,Penisp29,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. IBT 31633x,IBT 31633x,Penicillium_sp._IBT_31633x_IBT_31633x.proteins.fa,Penicillium_sp._IBT_31633x_IBT_31633x.scaffolds.fa,Penisp30,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. IBT 35674x,IBT 35674x,Penicillium_sp._IBT_35674x_IBT_35674x.proteins.fa,Penicillium_sp._IBT_35674x_IBT_35674x.scaffolds.fa,Penisp31,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. INA 01369,INA 01369,Penicillium_sp._INA_01369_INA_01369.proteins.fa,Penicillium_sp._INA_01369_INA_01369.scaffolds.fa,Penisp32,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. M121-12C,M121-12C,Penicillium_sp._M121-12C_M121-12C.proteins.fa,Penicillium_sp._M121-12C_M121-12C.scaffolds.fa,Penisp33,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. M1327,PF1803,Penicillium_sp._M1327_PF1803.proteins.fa,Penicillium_sp._M1327_PF1803.scaffolds.fa,Penisp34,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. MA 6036,MA 6036,Penicillium_sp._MA_6036_MA_6036.proteins.fa,Penicillium_sp._MA_6036_MA_6036.scaffolds.fa,Penisp35,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. MA 6040,MA 6040,Penicillium_sp._MA_6040_MA_6040.proteins.fa,Penicillium_sp._MA_6040_MA_6040.scaffolds.fa,Penisp36,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. MBC 424,MBC 424,Penicillium_sp._MBC_424_MBC_424.proteins.fa,Penicillium_sp._MBC_424_MBC_424.scaffolds.fa,Penisp37,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. MBC 428,MBC 428,Penicillium_sp._MBC_428_MBC_428.proteins.fa,Penicillium_sp._MBC_428_MBC_428.scaffolds.fa,Penisp38,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. MT2 MMC-2018,MT2 MMC-2018,Penicillium_sp._MT2_MMC-2018_MT2_MMC-2018.proteins.fa,Penicillium_sp._MT2_MMC-2018_MT2_MMC-2018.scaffolds.fa,Penisp39,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. MT45,MT45,Penicillium_sp._MT45_MT45.proteins.fa,Penicillium_sp._MT45_MT45.scaffolds.fa,Penisp40,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. MYA5,MYA5,Penicillium_sp._MYA5_MYA5.proteins.fa,Penicillium_sp._MYA5_MYA5.scaffolds.fa,Penisp41,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. OUCMDZ-019,OUCMDZ-019,Penicillium_sp._OUCMDZ-019_OUCMDZ-019.proteins.fa,Penicillium_sp._OUCMDZ-019_OUCMDZ-019.scaffolds.fa,Penisp42,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. PF1803,PT4103,Penicillium_sp._PF1803_PT4103.proteins.fa,Penicillium_sp._PF1803_PT4103.scaffolds.fa,Penisp43,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. PF2412A,R1202D,Penicillium_sp._PF2412A_R1202D.proteins.fa,Penicillium_sp._PF2412A_R1202D.scaffolds.fa,Penisp44,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. PG106-07D,PG106-07D,Penicillium_sp._PG106-07D_PG106-07D.proteins.fa,Penicillium_sp._PG106-07D_PG106-07D.scaffolds.fa,Penisp45,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. PG113-03A,PG113-03A,Penicillium_sp._PG113-03A_PG113-03A.proteins.fa,Penicillium_sp._PG113-03A_PG113-03A.scaffolds.fa,Penisp46,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. PG115-01,PG115-01,Penicillium_sp._PG115-01_PG115-01.proteins.fa,Penicillium_sp._PG115-01_PG115-01.scaffolds.fa,Penisp47,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. PH3801,S1316,Penicillium_sp._PH3801_S1316.proteins.fa,Penicillium_sp._PH3801_S1316.scaffolds.fa,Penisp48,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. PQxj3,PQxj3,Penicillium_sp._PQxj3_PQxj3.proteins.fa,Penicillium_sp._PQxj3_PQxj3.scaffolds.fa,Penisp49,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. PT4103,D2Mb,Penicillium_sp._PT4103_D2Mb.proteins.fa,Penicillium_sp._PT4103_D2Mb.scaffolds.fa,Penisp50,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. R1202D,S1126A,Penicillium_sp._R1202D_S1126A.proteins.fa,Penicillium_sp._R1202D_S1126A.scaffolds.fa,Penisp51,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. S103-07,S103-07,Penicillium_sp._S103-07_S103-07.proteins.fa,Penicillium_sp._S103-07_S103-07.scaffolds.fa,Penisp52,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. S1126A,PH3801,Penicillium_sp._S1126A_PH3801.proteins.fa,Penicillium_sp._S1126A_PH3801.scaffolds.fa,Penisp53,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. S1316,R2504,Penicillium_sp._S1316_R2504.proteins.fa,Penicillium_sp._S1316_R2504.scaffolds.fa,Penisp54,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. S1602,S1701,Penicillium_sp._S1602_S1701.proteins.fa,Penicillium_sp._S1602_S1701.scaffolds.fa,Penisp55,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. S1701,PF2412A,Penicillium_sp._S1701_PF2412A.proteins.fa,Penicillium_sp._S1701_PF2412A.scaffolds.fa,Penisp56,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. SPG-F1,SPG-F1,Penicillium_sp._SPG-F1_SPG-F1.proteins.fa,Penicillium_sp._SPG-F1_SPG-F1.scaffolds.fa,Penisp57,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. SPG-F15,SPG-F15,Penicillium_sp._SPG-F15_SPG-F15.proteins.fa,Penicillium_sp._SPG-F15_SPG-F15.scaffolds.fa,Penisp58,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. str. 12,12,Penicillium_sp._str._12_12.proteins.fa,Penicillium_sp._str._12_12.scaffolds.fa,Penisp59,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. VS AB III KN,VS AB III KN,Penicillium_sp._VS_AB_III_KN_VS_AB_III_KN.proteins.fa,Penicillium_sp._VS_AB_III_KN_VS_AB_III_KN.scaffolds.fa,Penisp60,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. VS AB III KN 1,VS AB III KN 1,Penicillium_sp._VS_AB_III_KN_1_VS_AB_III_KN_1.proteins.fa,Penicillium_sp._VS_AB_III_KN_1_VS_AB_III_KN_1.scaffolds.fa,Penisp61,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. VS I D KN,VS I D KN,Penicillium_sp._VS_I_D_KN_VS_I_D_KN.proteins.fa,Penicillium_sp._VS_I_D_KN_VS_I_D_KN.scaffolds.fa,Penisp62,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. VS I D KN 3,VS I D KN 3,Penicillium_sp._VS_I_D_KN_3_VS_I_D_KN_3.proteins.fa,Penicillium_sp._VS_I_D_KN_3_VS_I_D_KN_3.scaffolds.fa,Penisp63,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. W3 MMC-2018,W3 MMC-2018,Penicillium_sp._W3_MMC-2018_W3_MMC-2018.proteins.fa,Penicillium_sp._W3_MMC-2018_W3_MMC-2018.scaffolds.fa,Penisp64,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sp. WT45,WT45,Penicillium_sp._WT45_WT45.proteins.fa,Penicillium_sp._WT45_WT45.scaffolds.fa,Penisp65,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sumatraense,AQ67100,Penicillium_sumatraense_AQ67100.proteins.fa,Penicillium_sumatraense_AQ67100.scaffolds.fa,Penisuma,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sumatraense,FJI-L10-BK-P2,Penicillium_sumatraense_FJI-L10-BK-P2.proteins.fa,Penicillium_sumatraense_FJI-L10-BK-P2.scaffolds.fa,Penisum2,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sumatraense,FJI-L3-BK-DG1,Penicillium_sumatraense_FJI-L3-BK-DG1.proteins.fa,Penicillium_sumatraense_FJI-L3-BK-DG1.scaffolds.fa,Penisum3,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium sumatraense,R121-14B,Penicillium_sumatraense_R121-14B.proteins.fa,Penicillium_sumatraense_R121-14B.scaffolds.fa,Penisum4,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium tannophilum,IBT 21756,Penicillium_tannophilum_IBT_21756.proteins.fa,Penicillium_tannophilum_IBT_21756.scaffolds.fa,Penitann,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium taxi,IBT 34144,Penicillium_taxi_IBT_34144.proteins.fa,Penicillium_taxi_IBT_34144.scaffolds.fa,Penitaxi,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium thymicola,DAOM 180753,Penicillium_thymicola_DAOM_180753.proteins.fa,Penicillium_thymicola_DAOM_180753.scaffolds.fa,Penithym,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium turbatum,BLH34,Penicillium_turbatum_BLH34.proteins.fa,Penicillium_turbatum_BLH34.scaffolds.fa,Peniturb,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium ucsense,2HH,Penicillium_ucsense_2HH.proteins.fa,Penicillium_ucsense_2HH.scaffolds.fa,Peniucse,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium ucsense,S1M29,Penicillium_ucsense_S1M29.proteins.fa,Penicillium_ucsense_S1M29.scaffolds.fa,Peniucs2,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium verhagenii,IBT 33310,Penicillium_verhagenii_IBT_33310.proteins.fa,Penicillium_verhagenii_IBT_33310.scaffolds.fa,Peniverh,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium verhagenii,IBT 33313,Penicillium_verhagenii_IBT_33313.proteins.fa,Penicillium_verhagenii_IBT_33313.scaffolds.fa,Peniver2,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium viridicatum,IBT 34249,Penicillium_viridicatum_IBT_34249.proteins.fa,Penicillium_viridicatum_IBT_34249.scaffolds.fa,Peniviri,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium viridicatum,XA,Penicillium_viridicatum_XA.proteins.fa,Penicillium_viridicatum_XA.scaffolds.fa,Penivir2,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium vulpinum,IBT 29486,Penicillium_vulpinum_IBT_29486.proteins.fa,Penicillium_vulpinum_IBT_29486.scaffolds.fa,Penivulp,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium vulpinum,NRRL 1001,Penicillium_vulpinum_NRRL_1001.proteins.fa,Penicillium_vulpinum_NRRL_1001.scaffolds.fa,Penivul2,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium waksmanii,IBT 27052,Penicillium_waksmanii_IBT_27052.proteins.fa,Penicillium_waksmanii_IBT_27052.scaffolds.fa,Peniwaks,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Phaeomoniella chlamydospora,UCRPC4,Phaeomoniella_chlamydospora_UCRPC4.proteins.fa,Phaeomoniella_chlamydospora_UCRPC4.scaffolds.fa,Phaechla,Fungi;Ascomycota;Eurotiomycetes;Phaeomoniellales;Phaeomoniellaceae;Phaeomoniella
Phialophora chinensis,BMU 07630,Phialophora_chinensis_BMU_07630.proteins.fa,Phialophora_chinensis_BMU_07630.scaffolds.fa,Phiachin,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Phialophora
Phialophora tarda,CBS 111589,Phialophora_tarda_CBS_111589.proteins.fa,Phialophora_tarda_CBS_111589.scaffolds.fa,Phiatard,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Phialophora
Phialophora verrucosa,BMU07605,Phialophora_verrucosa_BMU07605.proteins.fa,Phialophora_verrucosa_BMU07605.scaffolds.fa,Phiaverr,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Phialophora
Pyrenula aspistea,KRB14,Pyrenula_aspistea_KRB14.proteins.fa,Pyrenula_aspistea_KRB14.scaffolds.fa,Pyreaspi,Fungi;Ascomycota;Eurotiomycetes;Pyrenulales;Pyrenulaceae;Pyrenula
Pyrenula massariospora,TSL107,Pyrenula_massariospora_TSL107.proteins.fa,Pyrenula_massariospora_TSL107.scaffolds.fa,Pyremass,Fungi;Ascomycota;Eurotiomycetes;Pyrenulales;Pyrenulaceae;Pyrenula
Rasamsonia byssochlamydoides,NRRL 3658,Rasamsonia_byssochlamydoides_NRRL_3658.proteins.fa,Rasamsonia_byssochlamydoides_NRRL_3658.scaffolds.fa,Rasabyss,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Rasamsonia
Rasamsonia columbiensis,R2A_F_01,Rasamsonia_columbiensis_R2A_F_01.proteins.fa,Rasamsonia_columbiensis_R2A_F_01.scaffolds.fa,Rasacolu,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Rasamsonia
Rasamsonia emersonii,CBS 393.64,Rasamsonia_emersonii_CBS_393.64.proteins.fa,Rasamsonia_emersonii_CBS_393.64.scaffolds.fa,Rasaemer,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Rasamsonia
Rasamsonia emersonii,NRRL 3221,Rasamsonia_emersonii_NRRL_3221.proteins.fa,Rasamsonia_emersonii_NRRL_3221.scaffolds.fa,Rasaeme2,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Rasamsonia
Rhinocladiella mackenziei,CBS 650.93,Rhinocladiella_mackenziei_CBS_650.93.proteins.fa,Rhinocladiella_mackenziei_CBS_650.93.scaffolds.fa,Rhinmack,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Rhinocladiella
Rhinocladiella mackenziei,IHM 22877,Rhinocladiella_mackenziei_IHM_22877.proteins.fa,Rhinocladiella_mackenziei_IHM_22877.scaffolds.fa,Rhinmac2,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Rhinocladiella
Talaromyces albobiverticillius,Tp-2,Talaromyces_albobiverticillius_Tp-2.proteins.fa,Talaromyces_albobiverticillius_Tp-2.scaffolds.fa,Talaalbo,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Talaromyces
Talaromyces amestolkiae,CIB,Talaromyces_amestolkiae_CIB.proteins.fa,Talaromyces_amestolkiae_CIB.scaffolds.fa,Talaames,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Talaromyces
Talaromyces amestolkiae,X1601,Talaromyces_amestolkiae_X1601.proteins.fa,Talaromyces_amestolkiae_X1601.scaffolds.fa,Talaame2,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Talaromyces
Talaromyces amestolkiae,Y5901,Talaromyces_amestolkiae_Y5901.proteins.fa,Talaromyces_amestolkiae_Y5901.scaffolds.fa,Talaame3,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Talaromyces
Talaromyces atroroseus,IBT 11181,Talaromyces_atroroseus_IBT_11181.proteins.fa,Talaromyces_atroroseus_IBT_11181.scaffolds.fa,Talaatro,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Talaromyces
Talaromyces borbonicus,SV-2017a,Talaromyces_borbonicus_SV-2017a.proteins.fa,Talaromyces_borbonicus_SV-2017a.scaffolds.fa,Talaborb,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Talaromyces
Talaromyces funiculosus,D1B1,Talaromyces_funiculosus_D1B1.proteins.fa,Talaromyces_funiculosus_D1B1.scaffolds.fa,Talafuni,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Talaromyces
Talaromyces funiculosus,D2P3,Talaromyces_funiculosus_D2P3.proteins.fa,Talaromyces_funiculosus_D2P3.scaffolds.fa,Talafun2,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Talaromyces
Talaromyces funiculosus,PF3603,Talaromyces_funiculosus_PF3603.proteins.fa,Talaromyces_funiculosus_PF3603.scaffolds.fa,Talafun3,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Talaromyces
Talaromyces funiculosus,PK3801,Talaromyces_funiculosus_PK3801.proteins.fa,Talaromyces_funiculosus_PK3801.scaffolds.fa,Talafun4,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Talaromyces
Talaromyces funiculosus,X33,Talaromyces_funiculosus_X33.proteins.fa,Talaromyces_funiculosus_X33.scaffolds.fa,Talafun5,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Talaromyces
Talaromyces liani,FKII-L2-CM-DRAB3,Talaromyces_liani_FKII-L2-CM-DRAB3.proteins.fa,Talaromyces_liani_FKII-L2-CM-DRAB3.scaffolds.fa,Talalian,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Talaromyces
Talaromyces marneffei,11CN-20-091,Talaromyces_marneffei_11CN-20-091.proteins.fa,Talaromyces_marneffei_11CN-20-091.scaffolds.fa,Talamarn,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Talaromyces
Talaromyces marneffei,ATCC 18224,Talaromyces_marneffei_ATCC_18224.proteins.fa,Talaromyces_marneffei_ATCC_18224.scaffolds.fa,Talamar2,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Talaromyces
Talaromyces piceae,9-3,Talaromyces_piceae_9-3.proteins.fa,Talaromyces_piceae_9-3.scaffolds.fa,Talapice,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Talaromyces
Talaromyces ruber,FKI-L3-BK-DAB3,Talaromyces_ruber_FKI-L3-BK-DAB3.proteins.fa,Talaromyces_ruber_FKI-L3-BK-DAB3.scaffolds.fa,Talarube,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Talaromyces
